text,url
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:
",https://www.indymedia.nl/event/2023/01/13/month/nieuws
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:
 Utrecht, Netherlands
 ACTIEVOERDERS BEZETTEN RESTAURANT (volg voor updates!)
ACTIVISTS OCCUPY RESTAURANT (follow for updates!)[ -English below- ]Sinds 19 uur (vrijdag 6 januari) bezet een groep actievoerders restaurant Bistronome Des Artes in Utrecht,  Lijnmarkt 48, uit protest tegen de verkoop van foie gras. Sommige actievoerders hebben zich vastgeketent met lock-ons en er worden leuzen geroepen. Al sinds enige tijd voert Active for Justice actie bij dit restaurant, nadat er op verzoeken via e-mail en brief niet gereageert werd. Het is een van de weinige restaurants die foie gras na contact en/of een korte campagne nog niet van de kaart heeft gehaald. Voor foie gras worden ganzen en eenden, veelal door dwangvoeding, vetgemest. Hun levers (opgezwollen tot wel tienmaal de maat van een normale lever) eindigen dan als foie gras op de borden van restaurant-bezoekers. Wij zijn van mening dat 2023 een goed jaar is om hier een einde aan te maken. Doe je met ons mee?Laat je horen tegen dierenleed, weg met foie gras! *Updates van het verloop worden z.s.m. geplaatst, op dit moment is iedereen nog in het restaurant!*-----------------------------------Since 19:00 (Friday, January 6) a group of activists are occupying Bistronome Des Arts in Utrecht,  Lijnmarkt 48,  as a protest against the sale of foie gras. Some activists have chained themselves with lock-ons and slogans are being shouted. Already for a while now Active for Justice is organizing actions at this particular restaurant, after requests via e-mail and letter to remove this cruel product were being ignored. It's one of the few restaurants that is not taking foie gras out of the menu after contact and/or a short time of protesting.For foie gras ducks and geese are being fattened up, mostly with forced feeding. Their livers (swollen to about 10 times the size of a normal liver) end as foie gras on the plates of restaurant-visitors. We are sure that 2023 is a good year to end this. Will you join us? Let yourself be heard against animal cruelty, stop foie gras! *Updates about the protest are being placed a.s.a.p, at this moment everyone is still in the restaurant!*Update 21 uur: Alle gasten hebben het restaurant verlaten. Er is een persoon buiten opgepakt die op vordering geen ID liet zien. Er zijn twee mensen binnen opgepakt wegens huisvredebreuk. Er zijn nog vijf mensen binnen, deels vastgeketend met lockons. Een buurman is een ijzerzaag komen brengen waarmee de politie nu mensen uit lockons probeert te zagen. Dat gaat nog wel even duren. Update 9 pm: All guests have left the restaurant. A person was arrested outside who did not show ID on demand. Two people have been arrested inside for trespassing. There are five more people inside, some of them chained up with lockons. A neighbor has brought a hacksaw with which the police are now trying to saw people out of lockons. That's going to take a while.De actie is afgelopen. Er zijn zes mensen opgepakt wegens huisvredebreuk in het restaurant. Een is buiten opgepakt wegens ID weigeren.Op dit moment wachten een groepje mensen met eten bij cellencomplex in Houten op de vrijlating van nog 6 kameraden die gisteren in het restaurant zijn opgepakt. Zin om erbij te komen? Vleugelboot 21, Houten.
Gisterenavond is al iemand vrijgelaten die voor de deur wegens ID weigeren was opgepakt.Meer in de media:Update: alle arrestanten zijn vrij met een dagvaarding.Laten we van 2023 een actiejaar maken!
Komende acties: 21 januari Utrecht, 18 uur Domplein
11 februari Haarlem, 17:30 Stationsplein
Doe je mee?",https://www.indymedia.nl/node/52898
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:
",https://www.indymedia.nl/event/2023/01/06/month/nieuws
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:

 Gister is er een nieuw pand bekendgemaakt, er is een kleine manifestatie gehouden op het Spuiplein en zijn flyers uitgedeeld aan de bijstaanders.Politie is ter plaatsen geweest en geeft aan nog niet over te gaan tot ontruiming. Het pand vestigde 179 jaar lang de muziekwinkel Hampe en Berkel, vorig jaar zijn ze gesloten i.v.m. de coronacrisis. Het pand zal mensen huisvestte die anders dakloos zouden zijn. eng:Yesterday, a new building was announced, a small manifestation was held on the Spui Square and flyers were distributed to the public. Police have been on site and we indicate no evacuation yet. The building housed the music store Hampe and Berkel for 179 years, last year they closed due to the corona crisis. The property will house people who would otherwise be homeless.",https://www.indymedia.nl/node/52892
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:
 

Duizenden milieu-activisten zetten zich schrap. Kom Lützi verdedigen! 

On the 9th of December, people decorated offices of the IND in different cities in the Netherlands as part of the international Abolish Frontex action days.  With this action they ask for attention for the horrendous situation of migrants in The Netherlands and EUrope in general. 

Het is 14 jaar geleden dat een 15-jarige in Athene werd neergeschoten. Gisteren schoot de politie een 16-jarige in het hoofd in Thessaloniki. Het kookt over in Griekenland. 

Vrijdag 2 december,hingen 100 activisten van Alarm Phone 12 spandoeken met lichtjes van bruggen langs de route van het Amsterdam Light Festival. Met teksten als ""Bridges not Borders"", ""No One is Illegal"" en ""Break Down Deadly Borders"" bekritiseren de activisten het Europese en Nederlandse migratiebeleid. 

In Utrecht en Amersfoort zijn restaurants gestopt met het verkopen van Foie Gras! Wil je ook helpen met het uitbannen van foie gras? Doe dan mee in een van de steden waar we actief zijn of begin in je eigen woonplaats met actie voeren tegen dierenleed. 

Vandaag presenteren we onze nieuwe woning: Vossiusstraat 16.
De politie is net gearriveerd. Kom langs en ondersteun ons! [update 15:34: De smeris is vertrokken. Ze gaan nu niet ontruimen.]Today we are announcing our new home at Vossiusstraat 16.
The police just arrived! Come and support. [update 15:34: Cops left they won't evict now.] 

Zaterdag 15 oktober hebben 200 mensen een demonstratie gelopen voor het behoud van sociaal-cultureel centrum De Samenscholing in de Haagse wijk Moerwijk. De demo begon bij station Holland Spoor en eindigde bij het stadhuis op het Spuiplein na een route door het centrum. Pompenburg Flat, Doelstraat, Rotterdam, Netherlands 

Er zijn nieuwe krakers in de stad!☄️????????Een huis in de flat Pompenburg is gekraakt door het anarchistische collectief RATS.Het is gekraakt uit solidariteit met de bewoners van de Pompenburg Flat die strijden tegen de sloop van het gebouw. Monument, Nieuwezijds Voorburgwal, Amsterdam, Netherlands 

Zondag 23 oktober – Met het uitrollen van een gigantisch spandoek heeft krakerscollectief Mokum Kraakt vandaag bekend gemaakt dat het een langdurig leegstaand pand op Nieuwezijds Voorburgwal 302 heeft gekraakt. De kraak heeft vier dagen eerder plaatsgevonden, waarmee huisvrede is gerealiseerd en de politie niet direct mag ontruimen. 

Vandaag trekt het subversieve dansprotest ADEV voor de tiende keer dwars door Amsterdam. Bij de startmanifestatie op de Dam liet hun levensgrote mascotte een manifest achter, De 10 Kraakgeboden voor een Leefbare Stad. De stoet van 14 soundsystems en zo’n 5000 mensen gaat verder via Het Centraal Station, Haarlemmerplein, Marnixstraat, Leidseplein en Museumplein, waar een eindmanifestatie volgt met een optreden van punkband Hang Youth.",https://www.indymedia.nl/middenkolom?page=1
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:
Lees voor het invullen eerst de .",https://www.indymedia.nl/node/add/nieuws
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:
Lees voor het invullen eerst de .",https://www.indymedia.nl/node/add/opinie
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:
Lees voor het invullen eerst de .",https://www.indymedia.nl/node/add/aankondiging
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:

 BUSSUM - Een Duitse generaal wil de Nederlandse journalist en antifascistische activist Arthur Graaff uit Bussum voor de Duitse rechter slepen wegens laster. De Nederlandse politie heeft Graaff (74) een 'verzoek tot verhoor' gestuurd na een internationaal rechtshulpverzoek van het Duitse openbaar ministerie.  Volgens de politie gaat het om vm. Bundeswehr-generaal Torsten Gersdorf (62).
Deze is door Graaff o.m. op de websites Krapuul.nl en AFVN.nl beticht van ontkenning van de holocaust, maar nooit vervolgd of veroordeeld. De Politie heeft Graaff laten weten, dat hij als verdachte eengemerkt kan worden.Zomer 2019 leidde Gersdorf in Nederland een delegatie van ongeveer 400 militairen van de Bundeswehr, vanwege deleneming aan de vierdaagse in Nederland, die kransen legde op het nazikerkhof Ysselsteyn (Venray), het grootste van Europa. Daar liggen zware nazi-oorlogsmisdadigers, zoals vele honderden SS'ers inclusief de deporteur van Anne Frank, Julius Dettmann.Ysselsteyn meet 28 ha en telt 31.000 dode nazimilitairen uit zo'n 30 landen, maar ook duizenden SS'ers plus zware Nederlandse beulen en verraders. Onder hen ook de politiecommissaris van Nijmegen, Antonie van Dijk die op straat de razzia's op de 500 Nijmeergse Joden leidde en de eerste Nederlandse SS'er, Willem Heubel uit Hilversum en onderduikjager Piet van Bussel uit Den Bosch",https://www.indymedia.nl/node/53228
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:

 Alfredo Cospito documentary: Fino All' Ultimo Respiro (Until My Last Breath) with English subtitlesSince 20 October 2022, Alfredo Cospito, a 55-year-old individualist anarchist, imprisoned for years for various actions publicly claimed by himself, has been on hunger strike against the 41-bis detention regime and the life sentence to which he has been subjected for several months now.His is not only a personal protest, but a political battle against the 41-bis and life imprisonment in general, a battle that he declares he wants to continue with different forms in case these provisions are revoked and which, otherwise, will lead forward to the extreme consequences.Alfredo Cospito and Anna Beniamino have been charged with participating in and organizing a series of attacks that took place in Italy with rudimentary explosives in the early 2000s, actions that caused minor damage, no deaths or injuries. Their participation in these attacks has never been directly and convincingly proven, nor has it ever been claimed by them.However, for these facts they were initially sentenced for the crime of ""common massacre"", to 15 years in prison, precisely because it was a massacre, but without victims or injured... But the crime was later further reclassified in the Supreme Court as a crime of ""massacre against the security of the State"", one of the most serious crimes in the Criminal Code, which provides for the fixed penalty of life imprisonment.The 41-bis, also known as ""hard prison"", a particularly afflictive regime, born to counter the mafias in 1992 and extended in the 2000s to terrorist organizations, is a regime whose constitutionality, the methods of its application and its extension to the so-called organizations terrorist attacks, significant doubts are raised by numerous jurists.Alfredo Cospito is the first and only anarchist to whom such prison measures have been applied in Italy.The documentary attempts to reconstruct the events for which Alfredo Cospito, through the hunger strike, undertook, as an anarchist prisoner, a battle against the Italian State and its disproportionate use of force.
",https://www.indymedia.nl/node/53223
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:

 Wij, de nieuwe bewoners van de woning aan de Binnenkadijk 478, werden op maandag 27 maart door de Alliantie benaderd en voor een gesprek uitgenodigd. Met de kraak van dit appartement steunen we een reeds bestaande strijd en protest rond het plan van de Alliantie om 140 sociale huurwoningen in het Entrepotdok-complex te verkopen (een uniek project dat is ontworpen om sociale woningen, woongroepen en huurders uit het middensegment gezamenlijk te huisvesten), en om onszelf van huisvesting te voorzien in een stad die steeds onleefbaarder is geworden voor mensen met een lager inkomen.Gezien de veronderstelde missie/visie van de Alliantie als woningcorporatie om bewoners van Amsterdam van betaalbare woonruimte te voorzien, hoopten we op een vriendschappelijk gesprek gericht op het vinden van een oplossing die gunstig is voor alle betrokken partijen. Helaas is daar niets van terechtgekomen. De woning stond al zeven maanden leeg zonder duidelijke reden (de vorige bewoners werden om bureaucratische/juridische formaliteiten uitgezet) en er werden geen plannen voor de toekomst openbaar gemaakt of zelfs aan de bewoners gecommuniceerd. Toevallig informeerde de Alliantie de bewoners van het complex kort na de kraak voor het eerst over verschillende mogelijke toekomstscenario's voor de woning. Het is niet de eerste keer dat een dergelijk toeval zich voordoet. Ondanks het feit dat de plannen van de Alliantie voor de woning zich in de beginfase bevinden en op dit moment slechts ideeën zijn, zijn ze van plan om ons zo snel mogelijk te ontruimen en daarmee dakloos te maken. Een merkwaardige benadering voor een woningcorporatie, die in tegenspraak is met hun eigen kernwaarden en bovendien met gebruikelijke wettelijke maatstaven die worden toegepast op kraakzaken. Het recht op huisvesting wordt – althans in theorie – alleen van mensen afgepakt als er een concreet toekomstig plan voor de betreffende huisvesting bestaat (onderbouwd door bewijzen), dat bovendien op het punt staat om te worden uitgevoerd. Dit is duidelijk niet het geval voor Binnenkadijk 478.Als huidige bewoners hebben wij ons coöperatief en aanspreekbaar opgesteld, en hebben we duidelijk gemaakt dat we de Alliantie niet in hun plannen willen belemmeren om een geschikte (sociale) bestemming te vinden voor deze woning – idealiter in overeenstemming met de oorspronkelijke gebruiksdoeleinden. Dit hebben we duidelijk gemaakt door toe te zeggen om toegang tot de woning te verlenen voor bezichtigingen en door te benadrukken dat we graag in goed contact willen blijven. Het standpunt van de Alliantie en hun aankondiging van aangifte bij de politie (na aanvankelijke terughoudendheid) tijdens ons gesprek was daarom op zijn zachtst gezegd uiterst teleurstellend, vooral omdat de enige reden (die ons werd gegeven) een bezorgdheid was over de toegang tot de woning. Een probleem dat we probeerden op te lossen door onze medewerking te betuigen.De aanpak van de Alliantie om een ontruiming in gang te zetten zonder een urgent en concreet toekomstig plan te kunnen overleggen, zal dus de oorzaak zijn van het feit dat deze woning wederom langdurig leeg zal komen te staan, wat onwenselijk is voor de bewoners van het complex en ons als bewoners van de woning weer dakloos maakt.Zie ook:







",https://www.indymedia.nl/node/53222
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:

 Alfredo Cospito’s statement at the review hearing for the Operation Sibilla pre-trial measuresAlfredo Cospito’s statement at the review hearing for the Operation Sibilla pre-trial measuresFirst, I wanted to begin with a quote from my instigator:“Our system has introduced that figure of mortuary isolation that is 41 bis, and that in some respects is more uncivilized even than this pharmacological mutilation. This is to say that our system does not shine with civilization.”
Carlo Nordio, March 28, 2019This was my instigator of the struggle I started. I never thought I would get this far, I always found melodrama ridiculous, I love comedy more, but that’s how it was. After all, are we or are we not the country of melodrama? And so I have to end on a high note. When I think about it, though, something ironic is there: I am the only asshole who dies in the progressive democratic West because he is prevented from reading and studying what he wants, anarchist newspapers, anarchist books, historical and scientific journals, without neglecting his beloved comic books.You will admit that this is paradoxical and even a bit funny, I can’t live this way, I just can’t do it, I hope those who love me will understand. I can’t do it to surrender to this non-life, it is stronger than me, maybe because I am an anarchic Abruzzese stubborn. I am certainly not a martyr, martyrs make me somewhat repulsed. Yes, I am a terrorist, I shot a man and proudly claimed that deed even though, let me tell you, the definition makes a bit of a laugh in the mouth of representatives of states that have wars and millions of dead on their conscience and sometimes, like one of our ministers, get rich from the arms trade. But what can we do, that’s the way of the world, at least until anarchy triumphs and true socialism, the antiauthoritarian and antistatalist kind, finally sees the light of day. Tough luck you will say, and so will I, for now the only glimmers of light I see are the acts of rebellion by my revolutionary brothers and sisters around the world, and they are certainly no small thing, because they are done with heart, passion and courage, no matter how scattered and scrappy they may seem.Having said that, I wanted to explain the point of my doggedness against the 41 bis regime. A few jurists I think have understood it, but very few have understood: 41 bis is a metastasis that threatens and in fact is undermining your so-called rule of law, a cancer that in a slightly more totalitarian democracy-and with Meloni’s government we are almost there-it can be used to repress, to silence with terror any political dissidence, any sort of hypothetical extremism. The court that decides the sentence to the medieval muzzle of 41 bis is quite similar to the special fascist one, the dynamics are the same: I will only be able to get out of this circle of Hell if I deny my political beliefs, my anarchism, only if I sell me some comrade. It always starts with the gypsies, the communists, the antagonists, thugs, subversives, and then the more or less revolutionary left.How could I not oppose all this, certainly in a desperate way, and for an anarchist, precisely because we have no organization, the given word is everything, that’s why I will go on until the end. To conclude, as the anarchist Henry said if I remember correctly before they cut off his head: when the show does not please me I may well have the right to leave it, by walking out and slamming the door noisily. This I will do in the coming days, hopefully with dignity and serenity as much as possible.A big hug to Domenico, who at the 41 bis in Sassari has begun his hunger strike with the hope of being able to re-embrace his children and loved ones, in my strong hope that others damned to 41 bis will break the resignation and join the struggle against this regime that makes the constitution and the so-called – for what it’s worth – rule of law waste paper.Abolition of the 41 bis regime.
Abolition of hostile life imprisonment.
Solidarity with all anarchist, communist and revolutionary prisoners around the world.Thank you brothers and sisters for all you have done, I love you and forgive this illogical stubbornness of mine. Never bending, always for anarchy.Long live life, down with death.Alfredo Cospito
[In videoconference from Opera prison, March 14, 2023]Note: The comrade, in quoting current Justice Minister Nordio, refers to the article “Chemical Castration, Return to the Middle Ages,” published in “Il Messaggero,” March 28, 2019 (currently available at these links:  & ). In addition, the reference to the minister getting rich from arms trafficking certainly concerns the current defense minister Crosetto, who was president of a major arms industry lobby at the time of his appointment. Finally, Alfredo quotes from memory Comrade Émile Henry (1872-1894), whose exact words are as follows: “Moreover, I have well and truly the right to walk out of the theater when the play becomes obnoxious to me, and even to slam the door on my way out, even at the risk of disturbing the tranquility of those who are pleased with it” (Italian translation in Émile Henry, Strike on Strike, Edizioni Anarchismo, Trieste, 2013, p. 141; also currently available at this link: ).Update on the medical situationdi Alfredo Cospito, ion hunger strike since October 20th against 41 bis and life sentence without appeal.We learn from the press of the regime that today (21st March 2023) that the anarchist prisoner Alfredo Cospito on hunger strike for five months had a heart attack, the comrade – they write – “was dying”. The incident allegedly began when the comrade felt a tremor in his hand and alerted a guard. “After ten minutes the nurse and the doctor arrived, shouting and saying that they had seen a heart problem from the monitoring. They were very concerned, he was dying.” […]. The crisis reportedly subsided after an injection of a large dose of potassium.The results of tests carried out yesterday were also released today. According to the doctors, the values indicate that Alfredo may now have suffered permanent neurological damage and could be paralysed.Sixteen Poste Italiane vehicles were set on fire early Saturday morning, while 22 buses were burnt to the ground Saturday night in Rome. This was preceded by the burning of telecommunications pillars in Genoa, shortly before the big anti-fascist march in Milan, attended by over 4000 anarchists, to commemorate 20 years since the murder of Davide Casare (Dax) and in solidarity with Alfredo’s struggle against 41bis, who is now on his 150th day of a hunger strike.Many developments are expected this week due to moves made indefence of Alfredo, as well as the upcoming review of the request on 24 March for the recall of 41bis and his detention for health reasons by the Milan Court of Appeal.The position of FAI is stated as a matter of course: Politicians, judges, cops, journalists and doctors are targets.
If comrade Alfredo is murdered, all the leaders will get what they deserve.They can murder fighters, they can’t murder ideas.
As long as there are people who can die fighting for these ideas, those who died in the struggle of all those who stay behind and continue remain alive.We love Life, therefore we do not accept its unholy humiliation.
This society of hypocrisy and exploitation of man over man, will always confront us.The war rages on and we carry on, stronger and stronger, more and more determined, until our last breath.
We will never give up – our hearts are full and our feelings strong.
Until the destruction of this slave society, we will never bow down!DEATH TO THEIR CIVILIZATION!
LONG LIVE THE BLACK INTERNATIONAL!“The logic that commands us is less and less simple profit but even more ruthless scientific logic; Once a scientific discovery is made, it is impossible to go back, even if the resulting technological innovation leads us by the hand to self-destruction.”
ALFREDO COSPITOIn a society that pushes us more and more towards technological alienation, towards a future that excludes real contact by giving our existence a virtual alternative, a place based on the illusion of having control over any aspect of our time, a blinder that distracts us from reality.As anarchists and anarchists we are aware that there is only one class that has control of hyper-technological society, and it alone enjoys its benefits, so we believe that there is no more concrete sabotage than going to strike at the heart of the future and progress.DEATH TO THE STATE AND ITS MEGAMACHINES, FOR A FUTURE FREE FROM SCIENTIFIC EXPLOITATION.
LONG LIVE INTERNATIONALISM AND LONG LIVE ANARCHY.",https://www.indymedia.nl/node/53218
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:
 Grote Kerkplein, Zwolle, Netherlands
 ""We gaan demonstreren! Op initiatief van een aantal mensen die al maanden in crisisnoodopvangen zitten en er helemaal klaar mee zijn, demonstreren we op donderdag . Het initiatief is genomen door bewoners van verschillende (crisis)noodopvangen. 
Kom ook en sta in solidariteit met de asielzoekers die eerst weken op het veld in Ter Apel lagen, en nu al maanden in koude hallen zonder daglicht verblijven. Zij eisen toegang tot werk, fatsoenlijke opvang, snelle procedures en een BSN nummer.Wat is er aan de hand?Lange en oneerlijke procedures: volgens de wet moeten mensen binnen 6 maanden een beslissing krijgen over hun asielaanvraag. De IND heeft dit verlengd tot 15 maanden. Sommige mensen zijn later aangekomen en hebben al een beslissing gekregen, terwijl anderen bijna een jaar wachten op hun eerste gesprek. Beslissingen moeten binnen 6 maanden worden genomen, en op volgorde van aankomst. IND moet mensen het voordeel van de twijfel geven.Geen toegang tot werk: We worden gedwongen om maanden of zelfs jaren niets te doen. We willen bijdragen aan deze maatschappij, geld verdienen en het naar huis sturen voor onze families. We willen volledige toegang tot werk vanaf het moment dat we aankomen.Geen BSN: en daardoor geen toegang tot een DigiD, bankrekening en werkSlechte opvang: we wonen maandenlang in crisis-noodopvangen. Zelfs de rechter heeft gezegd dat dit niet kan. Er is vaak geen daglicht, frisse lucht of privacy, geen of slechte wifi, geen plek waar we zorg kunnen koken. We delen onze kamer niet alleen met veel andere mensen maar ook met ratten en muizen.Wat kun jij doen?- Kom naar de demo!
- Verspreid dit bericht in groepen, sociale media, mail etc
- Help de asielzoekers met demonstreren (lees meer hieronder)
- Betaal een treinkaartje zodat we treinkaartjes kunnen kopen: ",https://www.indymedia.nl/node/53216
